Column1,리뷰,날짜,early_access 유무,"src(1= 긍정, 0 = 부정)"
179,"
그렇게 유저들이 사전에 키보드 굿즈 수량 부족하다 500~1000개로 택도 없고 선착순으로 하면
되팔렘들 메크로 써서 서버 터지고 되팔렘들 배만 불려주는 상황될테니 차라리 펀딩받거나 사람들
고객 수 미리 받고 파는걸로 하자니까 되도않는 고집 부리더니 결국 키보드 굿즈 사이트 열자마자 사이트 터지고
3시간 먹통에 휴가까지 낸 수많은 사람들 전부 시간 날려처먹음 ㅋㅋㅋㅋㅋ

이정도 사단이 났으면 운영진들, 개발진들 나와서 머리부터 처박고 빠른 조치 하겠다고 말을 해야하는데
유저들 개,돼지들 취급하고 불만 있는 유저들 디코에서 싹다 천안문시킴 ^^
당신들이 운영 그지같이 해서 욕먹는건데 유저들은 분명 사전에 경고 했음에도 안지켰던 업보가 터진걸
뭐라고 하는 유저들 탓이다?

네오위즈도 뭔가 착각하는데 유저라고 하니까 공짜로 게임 즐기는 머저리로 보는거 같은데요
당신들 제품 돈주고 구매한 사람들이고 당신들 굿즈 낼때마다 다 말아처먹고 10여년을 통수 맞았어도 팬심 하나로
사준다는 사람들인데 그따구로 대하는게 맞는 겁니까?

백화점가서 그 어느 브랜드 관에 가서도 고객한테 그딴 대접하는 곳은 없습니다.
가뜩이나 경쟁업체에서 회사사장, 메인디렉터가 발품까지 팔면서 여기 작곡가 포함에 온갖 레전드 작곡가 곡 받아서
판 뒤집히고 인식이 뒤집힐정도로 선방하고 있고 그 결과물이 나오기 이틀전인데 이 회사 사람들은 경각심이라는게 없나요?

후발주자가 언제까지고 후발주자일것만 같습니까?
내가 보기에는 14일 이후로는 아닐꺼 같은데? 까놓고 말해 당신네들 DLC 근래들어서 제대로 낸적이나 있습니까?
유저들이 '돈걱정 하지말고 일단 내라 다 사주겠다' 는데도 일 안하고 있는게 당신네들이잖습니까?

이번 사건도 유저들이 분노하는게 유저들을 위해서 마진도 얼마 안남겼다고 생색은 오지게 냈으면서
유저들이 '다좋은데 그렇게 하면 문제 생길거 같고 되팔렘들만 이득볼거같으니 펀딩방식으로 하자'는거 무시한 결과이며
그에 따른 모든 비난은 개발진이 받는게 맞지 않습니까?

당신들이 만든 게임을 좋아하고 애정이 있으니 휴가까지 쓰면서 굿즈 구매를 할려고 했는데 유저들을 얼마나 개돼지들로 생각했으면 그딴 대처가 나오는지 이해가 되질 않습니다.

1월에 낸다고 하고 3개월을 기다렸는데도 이런 결과인데 앞으로 누가 믿어줄까요?

재판매 한다고요? 또 얼마나 기다려서 얼마나 호구짓하고 얼마나 스트레스 받아야 하는데요?

거기에 대부분 운영진, 개발진이 이번 사태로 '고작 키보드 하나 못샀다고 이렇게 불만이 많은거냐'라고
착각하시는 분들 많을텐데 이번 사태는 다른게임 사태들과 같이 그냥 쌓여있던 불만더미에 이번 사건이 방아쇠를 당긴정도입니다.

그간 업데이트라고 내는거 보면 없데이트에 DLC도 돈 더내도 되니까 곡좀 많이 넣어달라니까 5~6곡 들어간 것들 나오질 않나.
하다못해 반응 좋았던 넥슨 DLC 곡좀 다시 풍성하게 넣어서 VOL.2 내주라는 고객들 요청도 안듣고 있잖아요?

그동안이야 당신들이 가장 잘나가고 성과를 당신들만 보여주니 '아 준비하는게 힘들고 오래 걸리는 구나' 라고 생각했는데
옆동네 보니까 4월에도 DLC내고 5월에도 DLC 내던데요? 그것도 최소 20곡 채운걸로 ㅋㅋㅋㅋㅋㅋ

결과적으로 당신들이 일을 안한다고 밖에 생각이 안되는 수준입니다.
그렇다고 작곡가들이 준비 안됬느냐? 그것도 아닌게 이미 작곡가들은 준비 다된걸로 모자라 기다리다 지쳐서
경쟁사에 곡 넘겨주는 수준이 됬다는걸 이번 옆동네 DLC 소식을 보면 알수가 있습니다.


장르 자체가 마니악해서 얼마 없는 유저들과 소통하면서 해도 모자란 게임인데 그렇게 유저들 무시해서 언제까지
잘 나가실수 있을거라고 생각하십니까?",2022-04-12,0,0
180,"
Product received for free

디맥콘을 만들면 디맥이 생긴다고?!?!",2021-05-02,0,1
181,"Posted: May 27
이제 절반 좀 넘게 함",,0,1
182,"
살면서 아이언이란 티어를 처음 가봤습니다",2022-11-25,0,1
183,"

리듬게임을 좋아하신다구요? 일단사세요! 싫으면 환불하면 되잖아~",2020-01-11,1,1
184,"
퍼펙트가 뭔가요?? 먹는건가요????",2022-03-25,0,1
185,"
할인할때 샀는데 살만합니다.
가끔 리듬게임 댕길때 하면 재밌네요.
랭크는 고인물이 너무 많아서 리듬게임 고수가 아닌 이상 싱글플레이 추천드려요",2021-07-10,0,1
186,"Posted: February 23
할인좀",,0,0
187,"
리듬게임을 좋아하지만 나이가 점점 먹어감에 따라 연습하기도 귀찮고 손도 안따라가다보니

그냥 생각날때마다 한두판씩 좋아하는 곡만 적당한(?) 난이도로 즐기는 수준이었는데

같이 게임하는 동료들이 다들 너무 잘하다보니 단계식 차근차근 연습하는 중인 플레리어입니다.

단계를 차근차근 밟아나가다보니 이전에는 못 느꼈던 단계별 레벨링이 아주 잘되어 있고 많은 곡, 빡빡하지 않는 판정등

리듬게임 입문자에게는 강력추천하는 게임입니다.

DLC가 많아다보니 어떤걸 사야하는지 말아야하는지 고민이 될텐데

시즌패스 : 시즌기간동안 플레이를 통해 꾸미기용 아이템을 얻을 수 있는 DLC (시즌기간 지날시 구매불가)

언락송팩 : 디제이 맥스의 경우 플레이를 통해 곡을 해금해야하는데 그걸 미리 풀어주는 팩

뭐뭐 기어팩 : 꾸미기용 DLC

뭐뭐 사운드트랙 : OST

뭐뭐 팩 : 추가 음악팩 구매하지 않으면 인게임내에서 플레이는 불가능하나 미리듣기 가능
구입을 원하면 번들이 있으니 묶어서 구입하는걸 추천

프레임드랍, 맞지않는 싱크 문제등 문제가 좀 있긴하지만 이만한 리듬게임이 없다보니 용서가 가능한 수준
(하지만 당하면 뒷목 잡겠지...)

마지막으로 리듬게임은 X나게 연습해야 실력이 늘긴 합니다. 길게보세요",2021-05-09,0,1
188,"
가끔씩할때 재밌긴함",2020-03-16,0,1
189,"
지겹고 할게 없다? 그러면 디맥이 답이에요 찐입니다 이건",2020-05-04,0,1
190,"
이지투온 할려고 했는데
안열려서 디맥 인스톨해서 하는중;;;;;",2021-03-17,0,1
191,"
친구가 츄라이 해서 담궈진 게임
늒네쟝들도 재밌게 칠 수 있도록 레벨 구성이 잘 짜여져서 마음에 들었다
항상 한곡만 치고 자야지 하고 2,3시간 치고 있는 나를 발견한다
이제야 리겜충이 되다니 인생 절반 손해봤어어ㅓㅓ엇",2020-04-03,0,1
192,"
이지투온~ 리 리 리부트알~",2022-04-11,0,0
193,"Posted: March 19
설명이 필요합니까?",,0,1
194,"
2400시간을 꼬라박았는데 게임 많이 한 유저들 말은 안들리나봄

듣는 척이라도 좀 하지",2022-03-11,0,0
195,"
유저 피드백도 괜찮고 DLC도 충분히 마음에 드는 편입니다. DJMAX 팬으로서 오래 지속되는 게임이 되었으면 좋겠어요.",2020-04-07,0,1
196,"
이 게임의 진짜 가격은 40만원이 넘습니다.",2020-09-12,0,1
197,"
친구가 추천해준 리듬게임
오늘 친구 한명을 잃었습니다",2020-03-17,0,1
198,"
요즘 키보드 사태 때문에 말이 많긴 하지만 그런거 버려두고 게임에 대해서만 얘기함.
입장: 리겜 입문한다면 재밌게 할 수 있는 게임임.
장점: 판정이 널널한 편이라 뉴비들이 어렵지 않게 할 수 있음.
단점: DLC가 비쌈. song pack을 낱개로 산다고 쳤을 때 약 30만원인 상당히 부담스러운 가격이 됨. 그래서 이 게임을 해보고싶다 하면 할인 기간을 노리는 것이 좋음.
총평: 처음 리겜 시작할 때 이 게임으로 시작했음. 꽤 재밌게 했던 것 같음. 추천함.",2022-04-16,0,1
199,"
리듬게임을 좋아하는 사람이라면 세일할 때 사면 좋을 것 같다. 세일 안하고 정가로 사기에는 좀 돈 아까운 느낌이 있다고 생각한다

게임 자체는 기존에 우리가 상상하는 게임 방식이라서 재미가 상당히 있고 업데이트 또한 잘해주기 때문에 콘텐츠 또한 계속 있다고 생각한다. 다만 대전모드나 랭크 부분에서는 고인물이 너무나도 많아서 잘 못하는 사람이라면 그냥 멀티 손 안대고 혼자 플레이하거나 친구랑 같이 플레이 하는 것 추천.",2021-09-12,0,1
200,"
마음은 아직 이팔청춘이나... 내 손가락은 시대를 지나 고인돌이 되었구나...",2022-01-29,0,1
201,"
이제 테마도 많아졌는데 랜덤으로 메인올때마다 바뀌는 시스템좀 만들어주세요",2022-09-16,0,1
202,"

솔직히 psp때 신세 많이졌으면 사자",2019-12-21,1,1
203,"
리듬겜인데 싱크가 맞질않아 고통받습니다.
조절 기능을 이용해 어떤 특정곡으로 맞춰놓으면 다른곡이 아작나네요.
리듬겜을 소리에 맞춰서 신나게 치는게 아니라 눈으로 판정 뚫어지게 쳐다보고
치는건 좀 많이 치명적인듯",2020-04-06,0,0
204,"
입문용 건반형 리듬게임
근데 가격은 입문용이 아님",2022-04-26,0,1
205,"
와 나 진짜 잘쳤다 하면 틀리는 겜",2020-09-16,0,1
206,"
.",2022-04-12,0,0
207,"

디제이맥스 입문작인데 노래도 다양하고 좋네요. 근데 콤보 이펙트가 너무 화려해서 햇갈릴때가 많습니다. 이펙트 On/Off 기능을 추가해주세요.",2019-12-23,1,1
208,"
보컬, 배경음, 노트음 셋이 따로 노는 히든 난이도를 가진 환상의 리듬 게임. 개추.",2020-12-29,0,1
209,"
내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈! 내 지갑을 가져도 좋네 네오위즈!",2021-05-14,0,1
210,"
할인하면 DLC 다 사줄게....",2022-02-26,0,1
211,"Posted: April 13
실시간 시력상실게임",,0,1
212,"
로키 <========= 세계최고의 회사면 개추 ㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋㅋ",2021-03-18,0,1
213,"
DLC가 그 시절 타이틀곡이 다 담겨있는것도 아니고, 뭔가 보완하거나 바뀐것도 아닌 예전거 그대로 퍼온거고, 니들이 파판이냐 DLC로 유저를 후려쳐서 먹을라카네

게임은 진짜 좋아하는데 이놈들 일 이따구로 하는건 하루이틀도 아니고 짜증남.

(+추가)
무키음 갓 DLC. 애정있어서 산 사람도 흑우 취급받게 하는 스페셜 에디션
뿔난 유저들 진정을 위해 I WANT YOU 반짝 반짝을 풀었나?

리듬게임 특성상 시스템에 관여하는 패치들은 굉장히 유저들이 크게 영향을 받는데도 불구하고, 배속 시스템 건드려서 게임 외적으로만 스트레스 받던 것들을 이제 게임 플레이중에도 스트레스 받을 수 있음.

(테크니카 출시 후)

...이 뿅뿅들아 니들 이 게임 dlc까지 다 사면 얼만지는 계산해봤냐??

이 게임이 그만한 가치가 있다고 진심으로 생각한거냐?

DOA출시한거였냐 니들? 돌겠네 진짜 ㅋㅋㅋㅋ


----------------------------

솔직히 열심히 뭔가 한다는 건 알겠는데. 넷마블 디맥부터 해온 골수인데 너무 짜증난다.

네오위즈는 변화가 없다. 맨날 그 수준 그대로 그림만 바꾸고 자꾸 새로 나온거라고 한다.
20년 넘게쓴 음원들도 아직도 현역인 척 리스펙트라는 이름으로 돈받고 팔렸다.
같은 노래들을 PSP 기준으로는 10년 넘게 새로 돈내고 샀다.

이 게임의 발전은 딱 블랙 스퀘어 까지만 느껴졌었다. 트릴로지는 안타까웠으며 테크니카는 왠 특정인들 취향의 노래(정확히는 뮤비)들이 한가득 되어있었다. 리스펙트가 나온다는 소식에 PS4부터 구매해서 즐겼을때에는 즐거웠다. '오랜만에 일했구나' 하며 기뻐했다.

콘솔 DLC를 다~ 사고 스팀도 플레이 하고있지만, CQ/BS 부턴 구매하지 않는다.
네오위즈는 초심을 찾았다.

사골곰탕집은 네오위즈를 보고 배워라. 이들이 내는 사골국물이야 말로 진국이고, 깍두기만 새롭게 출시해도 신규 메뉴로 편입된다.

독과점이 이렇게 무섭다 진짜.",2020-06-06,0,0
214,"
너는 가수냐
나는 호구다",2021-10-05,0,1
215,"
Product received for free

갓겜",2021-02-07,0,1
216,"Posted: March 25
망이 좀 귀여운 듯",,0,1
217,"
열심히 해야지 방법이 없습니다",2020-04-22,0,1
218,"
음악 게임을 사랑하는 분들에겐 최고의 게임.

PC로 다시 돌아와서 기쁩니다. :3",2020-03-15,0,1
219,"
디맥땜에 psp사고 디맥땜에 ps4사고 스팀판 나오자마자 바로 지름
근데 싱크가 약간 안맞네요... 판정선이 좀 더 아래에 있어야 할 것 같은 느낌
그리고 기계식키보드 쓰는 경우 누르는 힘이 크게 드는 경우는 빠른거 할 때 좀 짜증남. 왼손잡이라 그런지 왼쪽은 괜찮은데 오른쪽 똑같은 노트 두번 치는게 자꾸 씹힘
플스꺼도 아직 많이 못 즐겼는데 어떡하나... 어쨋든 재밌어여 싱크만 조절을 좀.... 아니면 추후에 알아서 조절할 수 있는 기능이라도

-
2022/1/25 익스텐션2 출시 기념
이때에 비하면 판정문제는 완전 선녀됨. 그리고 노트 씹히는거 갈축이라 그런거였음 리겜 하려면 리니어축 씁시다 ㅋㅋ

-
2022/10/28
ASIO와 은축으로 광명찾았다. 하드판정 자꾸 곱창나는게 내가 박자감각이 없어서 잘못누른게 아니라 딜레이땜에 그런거였다 ㅡㅡ",2019-12-30,0,1
220,"
백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야! 백스터 그는 '신'이야!",2022-04-11,0,1
